10, 20, 10, 10, 3, 1, 4, 0.8430557360010393
10, 20, 10, 10, 3, 1, 2, 0.8382681931833136
10, 20, 10, 10, 3, 1, 9, 0.8380952380952381
10, 20, 10, 10, 3, 1, 1, 0.8434554973821989
10, 20, 10, 10, 3, 1, 10, 0.8377635197066912
10, 20, 10, 10, 3, 1, 7, 0.8458671635831226
10, 20, 10, 10, 3, 1, 3, 0.846543659043659
10, 20, 10, 10, 3, 1, 6, 0.8379933110367893
10, 20, 10, 10, 3, 1, 8, 0.8522053133866392
10, 20, 10, 10, 3, 1, 5, 0.8523386161577117
10, 20, 10, 10, 3, 2, 10, 0.6418236418236418
10, 20, 10, 10, 3, 2, 9, 0.6298482293423272
10, 20, 10, 10, 3, 2, 7, 0.6378138438063532
10, 20, 10, 10, 3, 2, 8, 0.6219081272084805
10, 20, 10, 10, 3, 2, 3, 0.6210435033964445
10, 20, 10, 10, 3, 2, 4, 0.6328936289643559
10, 20, 10, 10, 3, 2, 6, 0.6349563748944554
10, 20, 10, 10, 3, 2, 5, 0.6270824434002563
10, 20, 10, 10, 3, 2, 2, 0.6280207134637514
10, 20, 10, 10, 3, 2, 1, 0.6332111643642515
10, 20, 10, 10, 3, 3, 3, 0.48312557008209184
10, 20, 10, 10, 3, 3, 2, 0.47397597782568524
10, 20, 10, 10, 3, 3, 9, 0.4867037724180581
10, 20, 10, 10, 3, 3, 1, 0.4848854961832061
10, 20, 10, 10, 3, 3, 7, 0.4827002921728433
10, 20, 10, 10, 3, 3, 4, 0.4711463680199098
10, 20, 10, 10, 3, 3, 8, 0.47750229568411384
10, 20, 10, 10, 3, 3, 6, 0.4860182370820669
10, 20, 10, 10, 3, 3, 10, 0.49210446401457636
10, 20, 10, 10, 3, 3, 5, 0.4949040767386091
10, 20, 10, 10, 3, 4, 4, 0.3936136071887035
10, 20, 10, 10, 3, 4, 2, 0.3933973003740446
10, 20, 10, 10, 3, 4, 5, 0.38860103626943004
10, 20, 10, 10, 3, 4, 6, 0.388130081300813
10, 20, 10, 10, 3, 4, 3, 0.3997069358515142
10, 20, 10, 10, 3, 4, 9, 0.4000963700610344
10, 20, 10, 10, 3, 4, 1, 0.3796998547684363
10, 20, 10, 10, 3, 4, 7, 0.3951780296982277
10, 20, 10, 10, 3, 4, 10, 0.37869726846613866
10, 20, 10, 10, 3, 4, 8, 0.3849621639027532
10, 20, 10, 10, 3, 5, 6, 0.3178752107925801
10, 20, 10, 10, 3, 5, 5, 0.32735501173315457
10, 20, 10, 10, 3, 5, 7, 0.3225481978206203
10, 20, 10, 10, 3, 5, 8, 0.32070069058447026
10, 20, 10, 10, 3, 5, 9, 0.32364729458917835
10, 20, 10, 10, 3, 5, 4, 0.3330011625975752
10, 20, 10, 10, 3, 5, 10, 0.32605042016806723
10, 20, 10, 10, 3, 5, 2, 0.32243536280233526
10, 20, 10, 10, 3, 5, 3, 0.33277563995315373
10, 20, 10, 10, 3, 5, 1, 0.3228956228956229
10, 20, 10, 10, 3, 6, 4, 0.28349616189811583
10, 20, 10, 10, 3, 6, 6, 0.2792636332059743
10, 20, 10, 10, 3, 6, 9, 0.27858773932900055
10, 20, 10, 10, 3, 6, 8, 0.2781480182392143
10, 20, 10, 10, 3, 6, 3, 0.2888387432737372
10, 20, 10, 10, 3, 6, 1, 0.2963412519507543
10, 20, 10, 10, 3, 6, 10, 0.2783450704225352
10, 20, 10, 10, 3, 6, 7, 0.28933028651784143
