10, 1, 10, 10, 3, 3, 0.7616609783845278
10, 1, 10, 10, 3, 4, 0.7745433789954338
10, 1, 10, 10, 3, 2, 0.776
10, 1, 10, 10, 3, 10, 0.7702394526795895
10, 1, 10, 10, 3, 7, 0.759090909090909
10, 1, 10, 10, 3, 1, 0.7853075170842825
10, 1, 10, 10, 3, 5, 0.7715909090909091
10, 1, 10, 10, 3, 6, 0.7741015402167712
10, 1, 10, 10, 3, 8, 0.7794784580498866
10, 1, 10, 10, 3, 9, 0.7660420215786485
10, 2, 10, 10, 3, 10, 0.6094276094276094
10, 2, 10, 10, 3, 3, 0.6177703269069572
10, 2, 10, 10, 3, 7, 0.5984880302393952
10, 2, 10, 10, 3, 1, 0.615546218487395
10, 2, 10, 10, 3, 6, 0.6322851153039832
10, 2, 10, 10, 3, 9, 0.6145789694176791
10, 2, 10, 10, 3, 4, 0.6080570709190096
10, 2, 10, 10, 3, 2, 0.6176470588235294
10, 2, 10, 10, 3, 5, 0.6395981582251988
10, 2, 10, 10, 3, 8, 0.6195469798657718
10, 3, 10, 10, 3, 1, 0.505277494041539
10, 3, 10, 10, 3, 6, 0.519945448346403
10, 3, 10, 10, 3, 3, 0.5010204081632653
10, 3, 10, 10, 3, 5, 0.5170532060027285
10, 3, 10, 10, 3, 8, 0.5221389645776566
10, 3, 10, 10, 3, 4, 0.5022086306489976
10, 3, 10, 10, 3, 7, 0.5066303978238694
10, 3, 10, 10, 3, 10, 0.5168539325842697
10, 3, 10, 10, 3, 2, 0.5141880341880342
10, 3, 10, 10, 3, 9, 0.5239714382862972
10, 4, 10, 10, 3, 5, 0.4483306836248013
10, 4, 10, 10, 3, 10, 0.4356060606060606
10, 4, 10, 10, 3, 9, 0.4327784891165173
10, 4, 10, 10, 3, 3, 0.428525947150589
10, 4, 10, 10, 3, 6, 0.4255658272234619
10, 4, 10, 10, 3, 4, 0.44189016602809705
10, 4, 10, 10, 3, 7, 0.44049508092668993
10, 4, 10, 10, 3, 8, 0.42857142857142855
10, 4, 10, 10, 3, 2, 0.42834546029737425
10, 4, 10, 10, 3, 1, 0.42875237492083595
10, 5, 10, 10, 3, 7, 0.3695589507062554
10, 5, 10, 10, 3, 1, 0.35623556581986143
10, 5, 10, 10, 3, 5, 0.3738019169329074
10, 5, 10, 10, 3, 9, 0.3723219455703532
10, 5, 10, 10, 3, 10, 0.367081284350593
10, 5, 10, 10, 3, 3, 0.37072463768115943
10, 5, 10, 10, 3, 2, 0.3626119618607339
10, 5, 10, 10, 3, 4, 0.3629032258064516
10, 5, 10, 10, 3, 6, 0.3506944444444444
10, 5, 10, 10, 3, 8, 0.3542028985507246
10, 6, 10, 10, 3, 5, 0.32238504295098536
10, 6, 10, 10, 3, 10, 0.31859525012632645
10, 6, 10, 10, 3, 4, 0.30843008581524484
10, 6, 10, 10, 3, 1, 0.32954545454545453
10, 6, 10, 10, 3, 3, 0.3098912218568176
10, 6, 10, 10, 3, 2, 0.30736258194654564
10, 6, 10, 10, 3, 7, 0.30199646196613594
10, 6, 10, 10, 3, 9, 0.32575757575757575
10, 6, 10, 10, 3, 8, 0.31512392513909965
10, 6, 10, 10, 3, 6, 0.3165613147914033
10, 7, 10, 10, 3, 1, 0.266319185902209
10, 7, 10, 10, 3, 10, 0.2681051587301587
10, 7, 10, 10, 3, 2, 0.27351700173740384
